Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 8(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 8(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 1(Clone);
6;Tile Left(Clone);SmallObstacle 1(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 16(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 13(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 4(Clone);
