Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 2(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 13(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 9(Clone);
11;;SmallObstacle 2(Clone);
12;;Obstacle 7(Clone);
13;;SmallObstacle 4(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 3(Clone);
