Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 8(Clone);
2;Tile Right(Clone);SmallObstacle 4(Clone);
3;Tile Straight(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle 4(Clone);
7;goal;Obstacle 13(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 15(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 3(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 16(Clone);
