Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle 4(Clone);
3;Tile Right(Clone);Obstacle 14(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);SmallObstacle 1(Clone);
6;Tile Right(Clone);Obstacle 6(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 1(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
