Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 11(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 14(Clone);
4;Tile Right(Clone);SmallObstacle 1(Clone);
5;Tile Left(Clone);SmallObstacle 4(Clone);
6;Tile Straight(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 3(Clone);
11;;SmallObstacle 2(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 4(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 7(Clone);
