Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 15(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 4(Clone);
4;Tile Left(Clone);SmallObstacle 3(Clone);
5;Tile Right(Clone);Obstacle 15(Clone);
6;Tile Straight(Clone);SmallObstacle 2(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle 4(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 15(Clone);
