Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 5(Clone);
2;Tile Left(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle 2(Clone);
5;Tile Right(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 2(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 10(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 16(Clone);
