Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 4(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle 2(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 8(Clone);
7;goal;SmallObstacle 4(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 5(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 6(Clone);
