Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 5(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 13(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 8(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 13(Clone);
8;;SmallObstacle 2(Clone);
9;;Obstacle 16(Clone);
10;;SmallObstacle 1(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 1(Clone);
13;;SmallObstacle 2(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 15(Clone);
