Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 9(Clone);
2;Tile Straight(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);SmallObstacle 4(Clone);
4;Tile Right(Clone);Obstacle 5(Clone);
5;Tile Left(Clone);SmallObstacle 2(Clone);
6;Tile Straight(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 3(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 3(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 16(Clone);
