Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 2(Clone);
2;Tile Straight(Clone);SmallObstacle 4(Clone);
3;Tile Right(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 4(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 5(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 15(Clone);
13;;SmallObstacle 4(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 13(Clone);
