Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 1(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Left(Clone);Obstacle 2(Clone);
4;Tile Right(Clone);SmallObstacle 2(Clone);
5;Tile Straight(Clone);Obstacle 10(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 13(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 1(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 2(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
