Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 13(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Left(Clone);SmallObstacle Empty(Clone);
4;Tile Straight(Clone);Obstacle 14(Clone);
5;Tile Right(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 14(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 5(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 12(Clone);
