Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 12(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle 4(Clone);
4;Tile Straight(Clone);Obstacle 5(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 13(Clone);
7;goal;SmallObstacle 2(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 2(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 2(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 2(Clone);
