Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 14(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 5(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 15(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 15(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
