Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 2(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 10(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 5(Clone);
6;Tile Left(Clone);SmallObstacle 2(Clone);
7;goal;Obstacle 3(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 5(Clone);
10;;SmallObstacle 1(Clone);
11;;SmallObstacle 2(Clone);
12;;Obstacle 7(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 5(Clone);
