Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 12(Clone);
2;Tile Right(Clone);SmallObstacle 4(Clone);
3;Tile Left(Clone);Obstacle 6(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 8(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 8(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 10(Clone);
11;;SmallObstacle 2(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 2(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 4(Clone);
