Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 13(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 4(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 12(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 5(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 15(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 15(Clone);
