Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 7(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle 2(Clone);
4;Tile Straight(Clone);Obstacle 3(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 9(Clone);
7;goal;SmallObstacle 2(Clone);
8;;SmallObstacle 2(Clone);
9;;Obstacle 8(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 2(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
