Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 8(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 16(Clone);
4;Tile Straight(Clone);SmallObstacle 1(Clone);
5;Tile Left(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 7(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 8(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
