Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 13(Clone);
2;Tile Straight(Clone);SmallObstacle 2(Clone);
3;Tile Left(Clone);SmallObstacle 4(Clone);
4;Tile Right(Clone);Obstacle 14(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 8(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 3(Clone);
9;;Obstacle 12(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 13(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 11(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 11(Clone);
