Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 15(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 6(Clone);
4;Tile Straight(Clone);SmallObstacle 1(Clone);
5;Tile Left(Clone);Obstacle 7(Clone);
6;Tile Left(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 7(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 4(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle 2(Clone);
12;;Obstacle 3(Clone);
13;;SmallObstacle 4(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 11(Clone);
