Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 13(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 11(Clone);
4;Tile Right(Clone);SmallObstacle 4(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 5(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 4(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 15(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 15(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
