Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 6(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 16(Clone);
4;Tile Straight(Clone);SmallObstacle 3(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 5(Clone);
7;goal;SmallObstacle 4(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 14(Clone);
10;;SmallObstacle 3(Clone);
11;;Obstacle 12(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 11(Clone);
