Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 15(Clone);
4;Tile Straight(Clone);SmallObstacle 1(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Right(Clone);Obstacle 12(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 6(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 5(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
