Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);Obstacle 14(Clone);
4;Tile Straight(Clone);SmallObstacle 4(Clone);
5;Tile Left(Clone);SmallObstacle 3(Clone);
6;Tile Straight(Clone);Obstacle 5(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 14(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 3(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 10(Clone);
