Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 5(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 2(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 14(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 9(Clone);
8;;SmallObstacle Empty(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 15(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 15(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
