Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);SmallObstacle 3(Clone);
4;Tile Straight(Clone);Obstacle 11(Clone);
5;Tile Straight(Clone);SmallObstacle 4(Clone);
6;Tile Right(Clone);SmallObstacle 1(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 3(Clone);
9;;Obstacle 16(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 15(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 2(Clone);
