Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 3(Clone);
2;Tile Straight(Clone);SmallObstacle 2(Clone);
3;Tile Left(Clone);Obstacle 4(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 2(Clone);
6;Tile Right(Clone);SmallObstacle 4(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 12(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 7(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 2(Clone);
