Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 13(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 14(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 3(Clone);
6;Tile Right(Clone);SmallObstacle 1(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 15(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 3(Clone);
