Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 4(Clone);
2;Tile Straight(Clone);SmallObstacle 4(Clone);
3;Tile Straight(Clone);Obstacle 6(Clone);
4;Tile Right(Clone);SmallObstacle 4(Clone);
5;Tile Left(Clone);Obstacle 12(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 12(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 8(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 4(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 14(Clone);
