Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);SmallObstacle Empty(Clone);
4;Tile Straight(Clone);Obstacle 16(Clone);
5;Tile Straight(Clone);SmallObstacle 3(Clone);
6;Tile Right(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle 3(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 4(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 12(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
