Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 6(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);Obstacle 11(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 16(Clone);
6;Tile Left(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 5(Clone);
8;;SmallObstacle 4(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 14(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 6(Clone);
13;;SmallObstacle 2(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 4(Clone);
