Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 7(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 6(Clone);
4;Tile Left(Clone);SmallObstacle 1(Clone);
5;Tile Straight(Clone);Obstacle 14(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 12(Clone);
8;;SmallObstacle 4(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 7(Clone);
11;;SmallObstacle 2(Clone);
12;;Obstacle 4(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 11(Clone);
