Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 2(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 5(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 6(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 8(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 3(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 13(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 16(Clone);
