Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 5(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);SmallObstacle 3(Clone);
4;Tile Right(Clone);Obstacle 14(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 11(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 8(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 15(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 5(Clone);
