Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);Obstacle 2(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 12(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 9(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 8(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 4(Clone);
