Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 14(Clone);
2;Tile Straight(Clone);SmallObstacle 4(Clone);
3;Tile Right(Clone);Obstacle 4(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 2(Clone);
6;Tile Right(Clone);SmallObstacle 2(Clone);
7;goal;Obstacle 5(Clone);
8;;SmallObstacle Empty(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 14(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 10(Clone);
