Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 10(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);Obstacle 12(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 3(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 7(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 2(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 13(Clone);
