Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 10(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 7(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 16(Clone);
6;Tile Right(Clone);SmallObstacle 2(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 1(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 8(Clone);
