Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 5(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 11(Clone);
4;Tile Right(Clone);SmallObstacle 4(Clone);
5;Tile Left(Clone);Obstacle 5(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 8(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 14(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 13(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
