Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 9(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Left(Clone);Obstacle 3(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 3(Clone);
6;Tile Right(Clone);SmallObstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 2(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 7(Clone);
