Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 8(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);Obstacle 10(Clone);
4;Tile Right(Clone);SmallObstacle 4(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Left(Clone);Obstacle 13(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 5(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 1(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 3(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 7(Clone);
