Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 11(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle 1(Clone);
4;Tile Left(Clone);Obstacle 1(Clone);
5;Tile Right(Clone);SmallObstacle 4(Clone);
6;Tile Right(Clone);Obstacle 15(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 2(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 12(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
