Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 3(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle 3(Clone);
4;Tile Straight(Clone);Obstacle 2(Clone);
5;Tile Left(Clone);SmallObstacle 3(Clone);
6;Tile Straight(Clone);Obstacle 4(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 7(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 14(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
