Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 12(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle 1(Clone);
5;Tile Left(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 3(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 13(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 8(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 2(Clone);
