Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 2(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);Obstacle 8(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 3(Clone);
6;Tile Left(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 1(Clone);
8;;SmallObstacle 1(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 8(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 8(Clone);
13;;SmallObstacle 4(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 11(Clone);
