Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 1(Clone);
2;Tile Left(Clone);SmallObstacle 4(Clone);
3;Tile Right(Clone);Obstacle 12(Clone);
4;Tile Left(Clone);SmallObstacle 4(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 4(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 3(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle 3(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 12(Clone);
