Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 4(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);Obstacle 16(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 16(Clone);
6;Tile Left(Clone);SmallObstacle 4(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 2(Clone);
9;;Obstacle 4(Clone);
10;;SmallObstacle 3(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 16(Clone);
13;;SmallObstacle 2(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 6(Clone);
