Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 5(Clone);
2;Tile Straight(Clone);SmallObstacle 4(Clone);
3;Tile Left(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle 2(Clone);
5;Tile Straight(Clone);Obstacle 16(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 5(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 7(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 16(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 10(Clone);
