Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 5(Clone);
2;Tile Left(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 14(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 4(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 9(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 1(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 10(Clone);
