Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle 1(Clone);
4;Tile Straight(Clone);Obstacle 16(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 6(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 12(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 9(Clone);
