Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 9(Clone);
4;Tile Left(Clone);SmallObstacle 2(Clone);
5;Tile Right(Clone);Obstacle 15(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle 3(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 11(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 6(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
