Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 3(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 14(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);SmallObstacle 4(Clone);
6;Tile Straight(Clone);Obstacle 3(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 15(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 13(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 10(Clone);
