Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);SmallObstacle 3(Clone);
4;Tile Straight(Clone);Obstacle 16(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 15(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 13(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 16(Clone);
