Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 8(Clone);
2;Tile Right(Clone);SmallObstacle 4(Clone);
3;Tile Left(Clone);Obstacle 10(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);Obstacle 16(Clone);
6;Tile Left(Clone);SmallObstacle 3(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 9(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 11(Clone);
