Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Left(Clone);Obstacle 16(Clone);
4;Tile Left(Clone);SmallObstacle 1(Clone);
5;Tile Right(Clone);Obstacle 10(Clone);
6;Tile Straight(Clone);SmallObstacle 2(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 6(Clone);
9;;SmallObstacle 1(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 5(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 7(Clone);
