Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 3(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle 3(Clone);
4;Tile Straight(Clone);Obstacle 3(Clone);
5;Tile Right(Clone);SmallObstacle 3(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 12(Clone);
8;;SmallObstacle 2(Clone);
9;;Obstacle 2(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 8(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 8(Clone);
