Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Straight(Clone);Obstacle 14(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 10(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 5(Clone);
10;;SmallObstacle 3(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 8(Clone);
13;;SmallObstacle 1(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 5(Clone);
