Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 13(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle Empty(Clone);
4;Tile Straight(Clone);Obstacle 7(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Left(Clone);Obstacle 1(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 6(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 1(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
