Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 5(Clone);
2;Tile Right(Clone);Obstacle 10(Clone);
3;Tile Right(Clone);SmallObstacle 4(Clone);
4;Tile Straight(Clone);SmallObstacle 1(Clone);
5;Tile Straight(Clone);Obstacle 14(Clone);
6;Tile Left(Clone);SmallObstacle 2(Clone);
7;goal;Obstacle 12(Clone);
8;;SmallObstacle 3(Clone);
9;;Obstacle 4(Clone);
10;;SmallObstacle 3(Clone);
11;;Obstacle 12(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 2(Clone);
15;;SmallObstacle 3(Clone);
