Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 5(Clone);
2;Tile Right(Clone);SmallObstacle 4(Clone);
3;Tile Left(Clone);Obstacle 14(Clone);
4;Tile Straight(Clone);SmallObstacle 3(Clone);
5;Tile Left(Clone);Obstacle 6(Clone);
6;Tile Right(Clone);SmallObstacle 3(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 3(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 2(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 5(Clone);
