Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 12(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 7(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle 4(Clone);
6;Tile Straight(Clone);Obstacle 8(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 11(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 15(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 16(Clone);
