Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 1(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);Obstacle 6(Clone);
4;Tile Right(Clone);SmallObstacle 3(Clone);
5;Tile Left(Clone);Obstacle 11(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 13(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 7(Clone);
13;;SmallObstacle 4(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 11(Clone);
